slot,block_hash,block_reward,gas_used,validator_pubkey,operator_name,pool_name,buidler_pubkey,builder_name,relay_name,relay_url
5538511,0xf95f7f1d8ab697143785688e93596c008e7087557852712bc0050e157096d821,0.042757536962741715,13378984,0x902ed103490e8c71385a79f3b37024a78f3d041555df2b20f13f04b687de01413354508ceb4875b044d18da92354aded,,,0x9000009807ed12c1f08bf4e81c6da3ba8e3fc3d953898ce0102433094e5f22f21102ec057841fcb81978ed1ea0fa8246,blocknative,Blocknative,https://0x9000009807ed12c1f08bf4e81c6da3ba8e3fc3d953898ce0102433094e5f22f21102ec057841fcb81978ed1ea0fa8246@builder-relay-mainnet.blocknative.com
5538513,0xc927fd04b9bbbda1c517a1dfca5f28d8df55a13a2d2261c6a0ee5f8519f68b81,0.099295367184591752,27515082,0xacee8803efc05d239cb21dcec85ade62731ea84cb9f98cf5a65e54b8b61e4905023467efdd1267ce9c0d736db6e78158,,Coinbase,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538514,0xfee52b3ed47387b701ded4e76cbeb0cdb2d25ff8af3a82bf2fb234a7aecf3d4b,0.043109543966890935,12391304,0xb8e2b6598e7ecc94c0f1fbb084e2bc769676c17ddc81cf4bed59ca3fdbd497aeff9bd65864170a51fcd518aaabf99165,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538515,0xb461349c4318f86324a4f85c09d4d723603211d305ac773b697f0585e47ad66b,0.069018123160583973,14935827,0xb0f308696c19c299dbbf0346a09965aaffb8935731520b3f2b06b37f9ec873c5806a8271246ea706a54ae7b5ae890199,,Coinbase,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538516,0x7e7d15fbe9a2c540618e10bbe38af836118e71c7ef4ba451b00a8ea71616a529,0.046908969204882496,12817810,0xb07a36c4764fd0f6e5b80aa011f18b3638ffe80be0654134aad29bd3b7323491f6306c3527e8794a7b605ff981f85676,,,0x94aa4ee318f39b56547a253700917982f4b737a49fc3f99ce08fa715e488e673d88a60f7d2cf9145a05127f17dcb7c67,bloxroute,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538517,0x432fd89136ef669eb9236e519f2bbecc39945f8bc3b31003933488815b8148de,0.037434361960526637,15367183,0x8fa2b95c464dd0e5252a2fa32df8ea701087cdb6442ce65a878b868ebadcc405beab308e555bd43dc99f498b35b95cd7,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538518,0x84d3343fc7329e65f8ab6d011cebf32403d5797aa7134c1bf32a019262e02cc6,0.042718762017577164,16118613,0xb3f5b8be11830dbf56b68d42fc0ecb11d0b67292329828953e84ee8c9472554d98e2c9539234b9596ea982627ffe0254,,,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538519,0xbe4b5ae40530cdd9bfb594f3c272842345cdebaf01e093f30bfc57ac91597506,0.048617964074463967,15260002,0xad7cc112d3fd26e18a9e7aa8e8b42aa2bfd202d99d8beceb90bf3c430833914706d5383f78bb5d96bb432a64a0a25dbf,Staked.us,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538520,0x70ad97df38684dcdf57e6553a72d9cabd8eb6a7d332ab5032788ad1bdf3457c3,0.029631118450572582,7743093,0xae31d1ee5cc230635dc82322ff0f8bbb86e536027e6bf7cf94a2aabd9f4e601d331aea42334fbfaab034b503aebabfa5,,Kraken,0x89783236c449f037b4ad7bae18cea35014187ec06e2daa016128e736739debeafc5fe8662a0613bc4ca528af5be83b3c,Unknown,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538521,0x645743f3e03c9a87a6e44752788b20a715813bfa70946fa070269cf23f1dbbdb,0.035652499013192302,12963367,0xabff6657b4237717ba0ed40e0eba670322943407185af5431bca2f4bedc7d1fb039afe30cdb3e62d4de806f07200a268,,,0xaec4ec48c2ec03c418c599622980184e926f0de3c9ceab15fc059d617fa0eafe7a0c62126a4657faf596a1b211eec347,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538522,0x6610c199b91cc7587f595eb2c203e9048447db4307a65b243b5ca3cc467cb127,0.203983620921557544,11527550,0xae1c0e170919908c487c3e5f4fee5953a05e2da3f2c7cfbea21338f14a23775e929c1ffea6792755ef06e8fb2fc15cd1,P2P.ORG - P2P Validator,Lido,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Regulated,https://0xb0b07cd0abef743db4260b0ed50619cf6ad4d82064cb4fbec9d3ec530f7c5e6793d9f286c4e082c0244ffb9f2658fe88@bloxroute.regulated.blxrbdn.com
5538523,0xc7a04cf18c15da5c649ccc735a4bd504734d0ec2265fb939ef76ed3887a47631,0.044802017212493165,16177840,0xaad1c476faf8b95629e0e8aee58e1087410270ca4ca1f33f2f2b16a3c4a61ec56bf97951dd8dd725a8670cdcab3a5447,,Kraken,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538524,0x9cf7ab59440f056dd3fd912bf78ad27cf5b590c0265588cc2113c9bfce1440d8,0.075985964712948562,24206098,0xb12cb3986fdad84b3379ec69ffa82c7fdd52a6f76b4861cf5507d2a8655513cfc4f92bee0615053536ca5cb42e49f5f4,Figment,Lido,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538525,0x2729e6c1b5c313f8308265709013e754ef8ac35870e93054000dee7ad3d494f7,0.037403400186129639,11651518,0x99df25428d718a4c0dc548ad394e89eb7bd7ddbdd6b2c7f37ca52a5e1d96f9555755d62fdf671a95a8724b4cb0de0efd,Stakefish,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538526,0x1aeb3e0b57197c55ee6134f9af3b0ad126915545ae4beafc31dbf6fe4ea0c7b0,0.126243021819701916,10579359,0x87df90fdc6886a5cc43dbc46902e3816d07d227bbf1d0c3e6a59b25684fca1260aad0b3f34fbb3d50835d2fcad8b31d0,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538527,0xcdfe85c39a8dce1825446f5a726bb5fe35f73f6a431aa81cbec83f4cb3bc13f5,0.057696024074474742,15772969,0xb3673d8241a23458908593222b9ebb2af2a0017469882fdd0b8c78d02afac51555357b9769d5003e1e2bd74af18fe139,Blockscape,Lido,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Regulated,https://0xb0b07cd0abef743db4260b0ed50619cf6ad4d82064cb4fbec9d3ec530f7c5e6793d9f286c4e082c0244ffb9f2658fe88@bloxroute.regulated.blxrbdn.com
5538528,0x25136eaf1696c6943a0193a8ded35f4f9f8dd783f5856b8ef3eae2821062d250,0.026917023002877897,10751831,0xaaede4f54436e1c4d665e64cce3aed9d57c83c2ffd9ab07db4fa435662baba5fed7345ad093086039d69a9e30eee690e,,,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538529,0x7187ae9a62576c780da6eb04da13cb56527b08558e954457dcfd883f368fa74c,0.033026871513746418,17371242,0x80cfeefc5a292edadd9b181ad1ed0363d254e0eea44bb7a3ab7405e1ba4db22808ec05d7c0be9cc88cfe3daf1ce83f38,,,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538530,0xa63acc263682bdb1220032539e94b6e55f1bc7c42c48a3f60cc87630da0f400b,0.180155252080461939,8923171,0x99c3065af39bd5460dc2d04a78da84b967c02a9d3eec9638ca7d1083977fcc6424d586932436a74c619b7c7f6089d7d6,,Kraken,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538532,0x9c296afad32ec4575a07d9df740fd0f86c153ee9c9834e8471f755a441aca5fe,0.114414614277287409,28000783,0xaf139c6a5c53c75c2ea2fecc915c460436bf43edba33ea36180f4385fc606a22dcfdbbce2246470f17c0299d9cfb18b7,,OKex,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538533,0x780a20384c978a88c428d785528a3eba98804010b3d6bffc66f1a1a0c7ed3d6c,0.064199335548569945,14943421,0xaf72c0cb4a84bba2b922796b269cd9dadf12b1879780851d4b33344c09bd0ebc314e4c42c32bec2234e62ba4443d1375,,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,beaverbuild.org,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538534,0xe28caae11c4c52583e9577d40e3fed5185189ae953364861c802246bbd282f40,0.094117934421426474,18218768,0x9905b5e65e41539407ab6f9d89f1ce5ede8fbfdd0b0b4910d4d797547b3d695f7d4e86fa3846492c2d6bc514b1bd7575,,,0x81babeec8c9f2bb9c329fd8a3b176032fe0ab5f3b92a3f44d4575a231c7bd9c31d10b6328ef68ed1e8c02a3dbc8e80f9,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538535,0xf9b8f9fed7f3151ad9bde43a6ec0ffe17695c4daa5e404b4b54deff18dbb50db,0.055233462134886790,13808079,0xa35cda2c64a34da517a3895760f8a4280006e6082d3e3171abc1cc98dc479b04283b0022d2a551af91ffb8e4cea91f24,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538536,0x7523a6b680bb2e85bc4b6a33059e72e14adb03e8bcdcab1206e26169ce8b083c,0.054782385725085665,15444926,0x967eccbc0e89d7a76adab3df3668154c6f4b5c4897706740a139a43d48d13ae4982d080b150cb0df6b7525fb9662c70b,,,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538537,0xcc513d4343a161787c249dc336752102683fd63aa6c779676056bd0eee5b6374,0.044224196240417551,15694801,0x95ac5e66a147986d4a885dc36da0e5edbf0a88307a70cd9b618de1f924985ff8b7ee627e65b7bd92bc6378c65ed88eed,,Coinbase,0x80c7311597316f871363f8395b6a8d056071d90d8eb27defd14759e8522786061b13728623452740ba05055f5ba9d3d5,bloxroute,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538538,0xeafa016ef9a64eaecc47c893a499471e0ee9b49cf220d0bd73b0b543ced53493,0.071101082879952251,17019074,0xb96acf59d5dff1d9c533501e468489b2cde5e039f986d4fcb3b5d951682196d8e574d0ddc38fae086c322f7c0096c533,,,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Agnostic Boost Relay,https://0xa7ab7a996c8584251c8f925da3170bdfd6ebc75d50f5ddc4050a6fdc77f2a3b5fce2cc750d0865e05d7228af97d69561@agnostic-relay.net
5538539,0xf8f3242687551da1dd1d8b0f58e3044abdf0519a43ab68062ec71b882927f065,0.059778387116262506,14406530,0x8b7ce5c1ff03095ef0fb30b6d0138c441d1adf4080ec6859a8f0d69afabd13d67c97bf54b652143420b74bb8b19cec8b,,,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,Unknown,Eden Network,https://relay.edennetwork.io
5538540,0x7977843cdb50fe52ecbd39a684c586983611fca1d00543e6e15930d2857faca6,0.031381182558359373,15457289,0xaa56d1adb8c911479e89523aa7d6b18b97e429c3c8231eb24adb8e22e4c8392f49ad1b2622844e96f1bf9fdcc686cb08,,Bitfinex,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538541,0x18306ce8898d82951091a1f86519244147d21efd08bf60c9abc2b90b312c9f9b,0.026551669405096204,13928880,0x977a4b41218a44a787f251f1dd49ac28096fb7cf51ce4a7c8108e4521a9962f9a5a599fb86bbf363cc09dd874ecffa4e,,,0x976e63c505050e25b70b39238990c78ddf0948685eb8c5687d17ba5089541f37dd3c45999f2db449eac298b1d4856013,bloxroute,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538542,0x3dd52e25f36f2d4bf7d927976fd9fad6f0272f7955e3e8b148d9f0719a3fa132,0.021009264817266399,9750914,0x836ca332e487f86d58adf92229a9ebd78ed5e0468989626795d7bf5aaf05ae54cfceef389026ef49c853a91fe13201c0,,,0x95701d3f0c49d7501b7494a7a4a08ce66aa9cc1f139dbd3eec409b9893ea213e01681e6b76f031122c6663b7d72a331b,bloxroute,Bloxroute Ethical,https://0xad0a8bb54565c2211cee576363f3a347089d2f07cf72679d16911d740262694cadb62d7fd7483f27afd714ca0f1b9118@bloxroute.ethical.blxrbdn.com
5538543,0xbcf173797ac0aa89bf0f4664cdf423c5b5612c913be999581d031941488ce58b,0.034679565048446441,15042880,0xa86818f29ec7269779a28c5bf7b163197a6a9e4ba52d69b260f93b18fbf60d74f56d076301dbaa668ac4bf72b14f244a,,,0xa1dead01e65f0a0eee7b5170223f20c8f0cbf122eac3324d61afbdb33a8885ff8cab2ef514ac2c7698ae0d6289ef27fc,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538544,0xbc389b485a5e7419bc28660949feb65889c5bf9176bf8a2d7a62d520500afbc2,0.084077120043727762,21296403,0x8c4123b97b005db9625f573a56f8a6015330436d7ac92d721ba981d5f3ef208ec35bdaa12e79b88efb1e8fb4e564ab30,,,0x91970c2db7c12510acb2e9c45844f7de602f83a7f31064f7ca04a807b607d7aebfc0abda73c036a92e5c3e56ebca04b7,Unknown,Eden Network,https://relay.edennetwork.io
5538545,0xfb8fe63247302e61b4385d621ef20adc3a619101f704a953d57cf5ba12284a6f,0.060162162072121877,12354735,0xa5fb2ddd01cc77204a348f4641b2c4992e49fb30435ca05abd3be723f723587fcad521aed1c658d01daa99ae34e8fd96,,,0x81beef03aafd3dd33ffd7deb337407142c80fea2690e5b3190cfc01bde5753f28982a7857c96172a75a234cb7bcb994f,flashbots,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538546,0xd0c40b93b38bccb022ce73b6d1d5f2a4ac698809b210c36b30fff1d03fc8a21a,0.039313781054513234,14394655,0x87f2a48a7e6a19b568508644cc4b56b81a173347a0030a3a4c5f992e2622c4771ed654ff7f226a5a195874018c90c3f3,Stakefish,,0xb194b2b8ec91a71c18f8483825234679299d146495a08db3bf3fb955e1d85a5fca77e88de93a74f4e32320fc922d3027,builder0x69,Flashbots,https://0xac6e77dfe25ecd6110b8e780608cce0dab71fdd5ebea22a16c0205200f2f8e2e3ad3b71d3499c54ad14d6c21b41a37ae@boost-relay.flashbots.net
5538547,0xef01a2f7439027bb5b76f7784c88dc6b5c6bfee1edbb7ac067f27365648c8c42,0.055622231550670415,10381737,0xab1c2a6c882c2069e1356c4c58c3dafec28052e2afb560e367c2581bd989081918e04ea07d34d46afe745ef8d2ded0b1,,Bitcoin Suisse,0x8dde59a0d40b9a77b901fc40bee1116acf643b2b60656ace951a5073fe317f57a086acf1eac7502ea32edcca1a900521,beaverbuild.org,Bloxroute Max Profit,https://0x8b5d2e73e2a3a55c6c87b8b6eb92e0149a125c852751db1422fa951e42a09b82c142c3ea98d0d9930b056a3bc9896b8f@bloxroute.max-profit.blxrbdn.com
5538547,0xef01a2f7439027bb5b76f7784c88dc6b5c6bfee1edbb7ac067f27365648c8c42,0.055622231550670415,10381737,0xab1c2a6c882c2069e1356c4c58c3dafec28052e2afb560e367c2581bd989081918e04ea07d34d46afe745ef8d2ded0b1,,Bitcoin Suisse,0x8dde59a0d40b9a77b901fc40bee1116acf643b2b60656ace951a5073fe317f57a086acf1eac7502ea32edcca1a900521,beaverbuild.org,Bloxroute Regulated,https://0xb0b07cd0abef743db4260b0ed50619cf6ad4d82064cb4fbec9d3ec530f7c5e6793d9f286c4e082c0244ffb9f2658fe88@bloxroute.regulated.blxrbdn.com
